source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0043207,response to external biotic stimulus,6.215959284468888e-10,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an external biotic stimulus, an external stimulus caused by, or produced by living things."" [GOC:go_curators]",1613,34,19,20972,0.5588235294117647,0.011779293242405457,query_1,"['GO:0009605', 'GO:0009607']"
GO:BP,GO:0045321,leukocyte activation,7.044013944743741e-10,True,"""A change in morphology and behavior of a leukocyte resulting from exposure to a specific antigen, mitogen, cytokine, cellular ligand, or soluble factor."" [GOC:add]",975,34,16,20972,0.47058823529411764,0.01641025641025641,query_1,"['GO:0001775', 'GO:0002376']"
KEGG,KEGG:04610,Complement and coagulation cascades,7.261896344975078e-10,True,Complement and coagulation cascades,86,31,9,8716,0.2903225806451613,0.10465116279069768,query_1,['KEGG:00000']
GO:BP,GO:0050900,leukocyte migration,8.091967388610329e-10,True,"""The movement of a leukocyte within or between different tissues and organs of the body."" [GOC:add, ISBN:0781735149, PMID:14680625, PMID:14708592, PMID:7507411, PMID:8600538]",386,34,12,20972,0.35294117647058826,0.031088082901554404,query_1,"['GO:0002376', 'GO:0016477']"
GO:BP,GO:0009607,response to biotic stimulus,9.53559011099246e-10,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a biotic stimulus, a stimulus caused or produced by a living organism."" [GOC:hb]",1652,34,19,20972,0.5588235294117647,0.011501210653753027,query_1,['GO:0050896']
GO:BP,GO:0002697,regulation of immune effector process,1.0618251304754736e-09,True,"""Any process that modulates the frequency, rate, or extent of an immune effector process."" [GOC:add]",395,34,12,20972,0.35294117647058826,0.030379746835443037,query_1,"['GO:0002252', 'GO:0002682']"
GO:BP,GO:0007159,leukocyte cell-cell adhesion,1.7939875191841053e-09,True,"""The attachment of a leukocyte to another cell via adhesion molecules."" [GOC:go_curators]",413,34,12,20972,0.35294117647058826,0.029055690072639227,query_1,['GO:0098609']
GO:BP,GO:0071674,mononuclear cell migration,2.6395248472121105e-09,True,"""The movement of a mononuclear cell within or between different tissues and organs of the body."" [GOC:mah]",223,34,10,20972,0.29411764705882354,0.04484304932735426,query_1,['GO:0050900']
GO:BP,GO:0030595,leukocyte chemotaxis,3.1513901352469218e-09,True,"""The movement of a leukocyte in response to an external stimulus."" [GOC:add, GOC:jl]",227,34,10,20972,0.29411764705882354,0.04405286343612335,query_1,"['GO:0050900', 'GO:0060326']"
GO:BP,GO:0006909,phagocytosis,5.047663986648007e-09,True,"""A vesicle-mediated transport process that results in the engulfment of external particulate material by phagocytes and their delivery to the lysosome. The particles are initially contained within phagocytic vacuoles (phagosomes), which then fuse with primary lysosomes to effect digestion of the particles."" [ISBN:0198506732]",238,34,10,20972,0.29411764705882354,0.04201680672268908,query_1,['GO:0006897']
GO:BP,GO:0050776,regulation of immune response,1.1547861524285481e-08,True,"""Any process that modulates the frequency, rate or extent of the immune response, the immunological reaction of an organism to an immunogenic stimulus."" [GOC:ai]",970,34,15,20972,0.4411764705882353,0.015463917525773196,query_1,"['GO:0002682', 'GO:0006955', 'GO:0048583']"
GO:BP,GO:0002696,positive regulation of leukocyte activation,1.1999041023576158e-08,True,"""Any process that activates or increases the frequency, rate, or extent of leukocyte activation."" [GOC:add]",363,34,11,20972,0.3235294117647059,0.030303030303030304,query_1,"['GO:0002684', 'GO:0002694', 'GO:0045321', 'GO:0050867']"
GO:BP,GO:0006950,response to stress,1.2563917081199555e-08,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis, usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:mah]",3984,34,25,20972,0.7352941176470589,0.006275100401606426,query_1,['GO:0050896']
GO:BP,GO:1903037,regulation of leukocyte cell-cell adhesion,1.7035297379242136e-08,True,"""Any process that modulates the frequency, rate or extent of leukocyte cell-cell adhesion."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:21106532]",375,34,11,20972,0.3235294117647059,0.029333333333333333,query_1,"['GO:0007159', 'GO:0022407']"
GO:BP,GO:0006959,humoral immune response,1.829015301486514e-08,True,"""An immune response mediated through a body fluid."" [GOC:hb, ISBN:0198506732]",271,34,10,20972,0.29411764705882354,0.03690036900369004,query_1,['GO:0006955']
GO:BP,GO:0050867,positive regulation of cell activation,1.9645554868020372e-08,True,"""Any process that activates or increases the frequency, rate or extent of activation."" [GOC:ai]",380,34,11,20972,0.3235294117647059,0.02894736842105263,query_1,"['GO:0001775', 'GO:0048522', 'GO:0050865', 'GO:0051240']"
GO:BP,GO:1903039,positive regulation of leukocyte cell-cell adhesion,2.1911419974054367e-08,True,"""Any process that activates or increases the frequency, rate or extent of leukocyte cell-cell adhesion."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:21106532]",276,34,10,20972,0.29411764705882354,0.036231884057971016,query_1,"['GO:0007159', 'GO:0022409', 'GO:1903037']"
GO:BP,GO:0045087,innate immune response,2.2956646345044676e-08,True,"""Innate immune responses are defense responses mediated by germline encoded components that directly recognize components of potential pathogens."" [GO_REF:0000022, GOC:add, GOC:ebc, GOC:mtg_sensu]",1018,34,15,20972,0.4411764705882353,0.014734774066797643,query_1,"['GO:0006955', 'GO:0140546']"
GO:BP,GO:0010574,regulation of vascular endothelial growth factor production,2.4723166446100307e-08,True,"""Any process that modulates the frequency, rate, or extent of production of vascular endothelial growth factor."" [GOC:rl]",34,34,6,20972,0.17647058823529413,0.17647058823529413,query_1,"['GO:0001817', 'GO:0010573']"
GO:BP,GO:0002430,complement receptor mediated signaling pathway,2.7191839568835492e-08,True,"""The series of molecular signals generated as a consequence of a component of the complement pathway binding to a complement receptor. Such components include both whole complement proteins and fragments of complement proteins generated through the activity of the complement pathway."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",14,34,5,20972,0.14705882352941177,0.35714285714285715,query_1,['GO:0002429']
GO:BP,GO:0046651,lymphocyte proliferation,4.224625482788454e-08,True,"""The expansion of a lymphocyte population by cell division."" [GOC:ai]",295,34,10,20972,0.29411764705882354,0.03389830508474576,query_1,"['GO:0032943', 'GO:0046649']"
GO:BP,GO:0010573,vascular endothelial growth factor production,4.258948298226621e-08,True,"""The appearance of vascular endothelial growth factor production due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:rl]",37,34,6,20972,0.17647058823529413,0.16216216216216217,query_1,['GO:0001816']
GO:BP,GO:0032943,mononuclear cell proliferation,5.321186965643732e-08,True,"""The expansion of a mononuclear cell population by cell division. A mononuclear cell is a leukocyte with a single non-segmented nucleus in the mature form."" [GOC:add]",302,34,10,20972,0.29411764705882354,0.033112582781456956,query_1,['GO:0070661']
GO:BP,GO:0140546,defense response to symbiont,6.875552577688792e-08,True,"""Reactions triggered in response to the presence of a symbiont that act to protect or prevent damage to the host."" [GOC:pg]",1100,34,15,20972,0.4411764705882353,0.013636363636363636,query_1,['GO:0098542']
GO:BP,GO:0002694,regulation of leukocyte activation,7.990771512840886e-08,True,"""Any process that modulates the frequency, rate, or extent of leukocyte activation."" [GOC:add]",572,34,12,20972,0.35294117647058826,0.02097902097902098,query_1,"['GO:0002682', 'GO:0045321', 'GO:0050865']"
GO:BP,GO:0060326,cell chemotaxis,8.050640414306417e-08,True,"""The directed movement of a motile cell guided by a specific chemical concentration gradient. Movement may be towards a higher concentration (positive chemotaxis) or towards a lower concentration (negative chemotaxis)."" [GOC:dph]",315,34,10,20972,0.29411764705882354,0.031746031746031744,query_1,"['GO:0006935', 'GO:0016477', 'GO:0070887']"
GO:BP,GO:0006957,"complement activation, alternative pathway",8.3757195504108e-08,True,"""Any process involved in the activation of any of the steps of the alternative pathway of the complement cascade which allows for the direct killing of microbes and the regulation of other immune processes."" [GOC:add, ISBN:0781735149]",17,34,5,20972,0.14705882352941177,0.29411764705882354,query_1,"['GO:0006956', 'GO:0045087']"
GO:BP,GO:0098542,defense response to other organism,8.977656415100607e-08,True,"""Reactions triggered in response to the presence of another organism that act to protect the cell or organism from damage caused by that organism."" [GOC:dos]",1121,34,15,20972,0.4411764705882353,0.013380909901873328,query_1,"['GO:0006952', 'GO:0051707']"
GO:BP,GO:0022409,positive regulation of cell-cell adhesion,1.1968181063953203e-07,True,"""Any process that activates or increases the rate or extent of cell adhesion to another cell."" [GOC:isa_complete]",328,34,10,20972,0.29411764705882354,0.03048780487804878,query_1,"['GO:0022407', 'GO:0045785', 'GO:0098609']"
GO:BP,GO:0051251,positive regulation of lymphocyte activation,1.3084233302231349e-07,True,"""Any process that activates or increases the frequency, rate or extent of lymphocyte activation."" [GOC:ai]",331,34,10,20972,0.29411764705882354,0.030211480362537766,query_1,"['GO:0002696', 'GO:0046649', 'GO:0051249']"
GO:BP,GO:0006935,chemotaxis,1.3841909459725965e-07,True,"""The directed movement of a motile cell or organism, or the directed growth of a cell guided by a specific chemical concentration gradient. Movement may be towards a higher concentration (positive chemotaxis) or towards a lower concentration (negative chemotaxis)."" [ISBN:0198506732]",456,34,11,20972,0.3235294117647059,0.02412280701754386,query_1,"['GO:0042221', 'GO:0042330']"
GO:BP,GO:0042330,taxis,1.4502627324205706e-07,True,"""The directed movement of a motile cell or organism in response to an external stimulus."" [GOC:jl, ISBN:0192801023]",458,34,11,20972,0.3235294117647059,0.024017467248908297,query_1,"['GO:0009605', 'GO:0040011']"
GO:BP,GO:0002687,positive regulation of leukocyte migration,1.5474191393694322e-07,True,"""Any process that activates or increases the frequency, rate, or extent of leukocyte migration."" [GOC:add]",151,34,8,20972,0.23529411764705882,0.052980132450331126,query_1,"['GO:0002684', 'GO:0002685', 'GO:0030335', 'GO:0050900']"
GO:BP,GO:0050778,positive regulation of immune response,1.6364195056580126e-07,True,"""Any process that activates or increases the frequency, rate or extent of the immune response, the immunological reaction of an organism to an immunogenic stimulus."" [GOC:ai]",775,34,13,20972,0.38235294117647056,0.016774193548387096,query_1,"['GO:0002684', 'GO:0006955', 'GO:0048584', 'GO:0050776']"
GO:BP,GO:0070661,leukocyte proliferation,1.652822421733971e-07,True,"""The expansion of a leukocyte population by cell division."" [GOC:add]",339,34,10,20972,0.29411764705882354,0.029498525073746312,query_1,['GO:0008283']
GO:BP,GO:0098609,cell-cell adhesion,1.703519945532502e-07,True,"""The attachment of one cell to another cell via adhesion molecules."" [GOC:dos]",965,34,14,20972,0.4117647058823529,0.014507772020725389,query_1,['GO:0007155']
GO:BP,GO:0050670,regulation of lymphocyte proliferation,1.902384997247285e-07,True,"""Any process that modulates the frequency, rate or extent of lymphocyte proliferation."" [GOC:ai]",239,34,9,20972,0.2647058823529412,0.03765690376569038,query_1,"['GO:0032944', 'GO:0046651', 'GO:0051249']"
GO:BP,GO:0030449,regulation of complement activation,2.091283219873621e-07,True,"""Any process that modulates the frequency, rate or extent of complement activation."" [GOC:go_curators]",20,34,5,20972,0.14705882352941177,0.25,query_1,"['GO:0002697', 'GO:0002920', 'GO:0006956']"
GO:BP,GO:0002443,leukocyte mediated immunity,2.1374467706129486e-07,True,"""Any process involved in the carrying out of an immune response by a leukocyte."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",475,34,11,20972,0.3235294117647059,0.023157894736842106,query_1,['GO:0002252']
GO:BP,GO:0032944,regulation of mononuclear cell proliferation,2.2049412760211647e-07,True,"""Any process that modulates the frequency, rate or extent of mononuclear cell proliferation."" [GOC:add]",243,34,9,20972,0.2647058823529412,0.037037037037037035,query_1,"['GO:0032943', 'GO:0070663']"
GO:BP,GO:0050865,regulation of cell activation,2.3004600211769703e-07,True,"""Any process that modulates the frequency, rate or extent of cell activation, the change in the morphology or behavior of a cell resulting from exposure to an activating factor such as a cellular or soluble ligand."" [GOC:ai]",627,34,12,20972,0.35294117647058826,0.019138755980861243,query_1,"['GO:0001775', 'GO:0050794', 'GO:0051239']"
GO:BP,GO:0071677,positive regulation of mononuclear cell migration,2.732786624405435e-07,True,"""Any process that increases the rate, frequency or extent of mononuclear cell migration. Mononuclear cell migration is the movement of a mononuclear cell within or between different tissues and organs of the body."" [GOC:mah]",96,34,7,20972,0.20588235294117646,0.07291666666666667,query_1,"['GO:0002687', 'GO:0071674', 'GO:0071675']"
GO:BP,GO:0002703,regulation of leukocyte mediated immunity,3.045561674311998e-07,True,"""Any process that modulates the frequency, rate, or extent of leukocyte mediated immunity."" [GOC:add]",252,34,9,20972,0.2647058823529412,0.03571428571428571,query_1,"['GO:0002443', 'GO:0002697']"
GO:BP,GO:0022407,regulation of cell-cell adhesion,3.17277481954793e-07,True,"""Any process that modulates the frequency, rate or extent of attachment of a cell to another cell."" [GOC:isa_complete]",493,34,11,20972,0.3235294117647059,0.02231237322515213,query_1,"['GO:0030155', 'GO:0098609']"
GO:BP,GO:0050870,positive regulation of T cell activation,3.382677220453462e-07,True,"""Any process that activates or increases the frequency, rate or extent of T cell activation."" [GOC:ai]",255,34,9,20972,0.2647058823529412,0.03529411764705882,query_1,"['GO:0042110', 'GO:0050863', 'GO:0051251', 'GO:1903039']"
GO:BP,GO:0002699,positive regulation of immune effector process,3.5021396559539544e-07,True,"""Any process that activates or increases the frequency, rate, or extent of an immune effector process."" [GOC:add]",256,34,9,20972,0.2647058823529412,0.03515625,query_1,"['GO:0002252', 'GO:0002684', 'GO:0002697']"
GO:BP,GO:0051249,regulation of lymphocyte activation,4.180770023382142e-07,True,"""Any process that modulates the frequency, rate or extent of lymphocyte activation."" [GOC:ai]",506,34,11,20972,0.3235294117647059,0.021739130434782608,query_1,"['GO:0002694', 'GO:0046649']"
KEGG,KEGG:05152,Tuberculosis,4.657083304888219e-07,True,Tuberculosis,176,31,9,8716,0.2903225806451613,0.05113636363636364,query_1,['KEGG:00000']
GO:BP,GO:0070663,regulation of leukocyte proliferation,5.430605953834233e-07,True,"""Any process that modulates the frequency, rate or extent of leukocyte proliferation."" [GOC:add, GOC:mah]",269,34,9,20972,0.2647058823529412,0.03345724907063197,query_1,"['GO:0042127', 'GO:0070661']"
GO:BP,GO:0050863,regulation of T cell activation,5.857710827114897e-07,True,"""Any process that modulates the frequency, rate or extent of T cell activation."" [GOC:ai]",386,34,10,20972,0.29411764705882354,0.025906735751295335,query_1,"['GO:0042110', 'GO:0051249']"
GO:BP,GO:0042129,regulation of T cell proliferation,6.880062168712036e-07,True,"""Any process that modulates the frequency, rate or extent of T cell proliferation."" [GOC:jl]",182,34,8,20972,0.23529411764705882,0.04395604395604396,query_1,"['GO:0042098', 'GO:0050670', 'GO:0050863']"
GO:BP,GO:0006954,inflammatory response,7.082586614258434e-07,True,"""The immediate defensive reaction (by vertebrate tissue) to infection or injury caused by chemical or physical agents. The process is characterized by local vasodilation, extravasation of plasma into intercellular spaces and accumulation of white blood cells and macrophages."" [GO_REF:0000022, ISBN:0198506732]",873,34,13,20972,0.38235294117647056,0.014891179839633447,query_1,['GO:0006952']
GO:BP,GO:0006897,endocytosis,7.352964829101217e-07,True,"""A vesicle-mediated transport process in which cells take up external materials or membrane constituents by the invagination of a part of the plasma membrane to form a new membrane-bounded vesicle."" [GOC:mah, ISBN:0198506732, ISBN:0716731363, Wikipedia:Endocytosis]",694,34,12,20972,0.35294117647058826,0.01729106628242075,query_1,"['GO:0016192', 'GO:0098657']"
GO:BP,GO:0006956,complement activation,1.0943840932512823e-06,True,"""Any process involved in the activation of any of the steps of the complement cascade, which allows for the direct killing of microbes, the disposal of immune complexes, and the regulation of other immune processes; the initial steps of complement activation involve one of three pathways, the classical pathway, the alternative pathway, and the lectin pathway, all of which lead to the terminal complement pathway."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",62,34,6,20972,0.17647058823529413,0.0967741935483871,query_1,"['GO:0002252', 'GO:0002253', 'GO:0006959']"
GO:BP,GO:0009617,response to bacterium,1.1003651310272094e-06,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a bacterium."" [GOC:hb]",719,34,12,20972,0.35294117647058826,0.016689847009735744,query_1,['GO:0051707']
GO:BP,GO:0007166,cell surface receptor signaling pathway,1.333675835520916e-06,True,"""The series of molecular signals initiated by an extracellular ligand binding to a receptor located on the cell surface. The pathway ends with regulation of a downstream cellular process, e.g. transcription."" [GOC:signaling]",2834,34,20,20972,0.5882352941176471,0.007057163020465773,query_1,['GO:0007165']
GO:BP,GO:1901342,regulation of vasculature development,1.3802354713104236e-06,True,"""Any process that modulates the frequency, rate or extent of vasculature development."" [GOC:TermGenie]",299,34,9,20972,0.2647058823529412,0.030100334448160536,query_1,"['GO:0001944', 'GO:2000026']"
GO:BP,GO:0050920,regulation of chemotaxis,1.5133029041497147e-06,True,"""Any process that modulates the frequency, rate or extent of the directed movement of a motile cell or organism in response to a specific chemical concentration gradient."" [GOC:ai]",201,34,8,20972,0.23529411764705882,0.03980099502487562,query_1,"['GO:0006935', 'GO:0032101', 'GO:0040012']"
GO:BP,GO:0002366,leukocyte activation involved in immune response,1.596971854235887e-06,True,"""A change in morphology and behavior of a leukocyte resulting from exposure to a specific antigen, mitogen, cytokine, cellular ligand, or soluble factor, leading to the initiation or perpetuation of an immune response."" [GOC:add, ISBN:0781735149]",304,34,9,20972,0.2647058823529412,0.029605263157894735,query_1,"['GO:0002263', 'GO:0045321']"
GO:BP,GO:0002263,cell activation involved in immune response,1.791383291932113e-06,True,"""A change in the morphology or behavior of a cell resulting from exposure to an activating factor such as a cellular or soluble ligand, leading to the initiation or perpetuation of an immune response."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",308,34,9,20972,0.2647058823529412,0.02922077922077922,query_1,"['GO:0001775', 'GO:0002252', 'GO:0006955']"
GO:BP,GO:0042110,T cell activation,1.7959004838885755e-06,True,"""The change in morphology and behavior of a mature or immature T cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."" [GOC:mgi_curators, ISBN:0781735149]",581,34,11,20972,0.3235294117647059,0.0189328743545611,query_1,['GO:0046649']
GO:BP,GO:0010575,positive regulation of vascular endothelial growth factor production,2.2629777538586266e-06,True,"""Any process that increases or activates the frequency, rate, or extent of production of vascular endothelial growth factor."" [GOC:BHF, GOC:rl]",31,34,5,20972,0.14705882352941177,0.16129032258064516,query_1,"['GO:0001819', 'GO:0010573', 'GO:0010574']"
GO:BP,GO:0042098,T cell proliferation,2.4841080948188873e-06,True,"""The expansion of a T cell population by cell division. Follows T cell activation."" [GOC:jl]",214,34,8,20972,0.23529411764705882,0.037383177570093455,query_1,"['GO:0042110', 'GO:0046651']"
REAC,REAC:R-HSA-168256,Immune System,2.875604913525681e-06,True,Immune System,2086,32,21,11056,0.65625,0.010067114093959731,query_1,['REAC:0000000']
KEGG,KEGG:05146,Amoebiasis,3.7952176329941106e-06,True,Amoebiasis,102,31,7,8716,0.22580645161290322,0.06862745098039216,query_1,['KEGG:00000']
GO:BP,GO:0002685,regulation of leukocyte migration,3.819722224472824e-06,True,"""Any process that modulates the frequency, rate, or extent of leukocyte migration."" [GOC:add]",226,34,8,20972,0.23529411764705882,0.035398230088495575,query_1,"['GO:0002682', 'GO:0030334', 'GO:0050900']"
GO:BP,GO:0097529,myeloid leukocyte migration,3.954863192186401e-06,True,"""The movement of a myeloid leukocyte within or between different tissues and organs of the body."" [GOC:cvs, PMID:22342843, PMID:24157461]",227,34,8,20972,0.23529411764705882,0.03524229074889868,query_1,['GO:0050900']
REAC,REAC:R-HSA-977606,Regulation of Complement cascade,4.085542800580874e-06,True,Regulation of Complement cascade,101,32,7,11056,0.21875,0.06930693069306931,query_1,['REAC:R-HSA-166658']
GO:BP,GO:0050921,positive regulation of chemotaxis,4.117825842834314e-06,True,"""Any process that activates or increases the frequency, rate or extent of the directed movement of a motile cell or organism in response to a specific chemical concentration gradient."" [GOC:ai]",141,34,7,20972,0.20588235294117646,0.04964539007092199,query_1,"['GO:0006935', 'GO:0032103', 'GO:0040017', 'GO:0050920']"
GO:BP,GO:0046649,lymphocyte activation,4.302646662380138e-06,True,"""A change in morphology and behavior of a lymphocyte resulting from exposure to a specific antigen, mitogen, cytokine, chemokine, cellular ligand, or soluble factor."" [GOC:mgi_curators, ISBN:0781735149]",811,34,12,20972,0.35294117647058826,0.014796547472256474,query_1,['GO:0045321']
GO:BP,GO:0071675,regulation of mononuclear cell migration,4.326446003510725e-06,True,"""Any process that modulates the rate, frequency or extent of mononuclear cell migration. Mononuclear cell migration is the movement of a mononuclear cell within or between different tissues and organs of the body."" [GOC:mah]",142,34,7,20972,0.20588235294117646,0.04929577464788732,query_1,"['GO:0002685', 'GO:0071674']"
GO:BP,GO:0045785,positive regulation of cell adhesion,5.094751959238014e-06,True,"""Any process that activates or increases the frequency, rate or extent of cell adhesion."" [GOC:go_curators]",483,34,10,20972,0.29411764705882354,0.020703933747412008,query_1,"['GO:0007155', 'GO:0030155', 'GO:0048522']"
GO:BP,GO:0007155,cell adhesion,5.759507384512581e-06,True,"""The attachment of a cell, either to another cell or to an underlying substrate such as the extracellular matrix, via cell adhesion molecules."" [GOC:hb, GOC:pf]",1512,34,15,20972,0.4411764705882353,0.00992063492063492,query_1,['GO:0009987']
GO:BP,GO:0002274,myeloid leukocyte activation,6.755603592988302e-06,True,"""A change in the morphology or behavior of a myeloid leukocyte resulting from exposure to an activating factor such as a cellular or soluble ligand."" [GOC:add, ISBN:0781735149]",243,34,8,20972,0.23529411764705882,0.03292181069958848,query_1,['GO:0045321']
REAC,REAC:R-HSA-166658,Complement cascade,7.90856339062197e-06,True,Complement cascade,111,32,7,11056,0.21875,0.06306306306306306,query_1,['REAC:R-HSA-168249']
GO:BP,GO:0002449,lymphocyte mediated immunity,1.0476711757956016e-05,True,"""Any process involved in the carrying out of an immune response by a lymphocyte."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",377,34,9,20972,0.2647058823529412,0.023872679045092837,query_1,['GO:0002443']
GO:BP,GO:0071345,cellular response to cytokine stimulus,1.2371785296771223e-05,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cytokine stimulus."" [GOC:mah]",891,34,12,20972,0.35294117647058826,0.013468013468013467,query_1,['GO:0034097']
GO:BP,GO:0002690,positive regulation of leukocyte chemotaxis,1.3972592348685807e-05,True,"""Any process that activates or increases the frequency, rate, or extent of leukocyte chemotaxis."" [GOC:add]",94,34,6,20972,0.17647058823529413,0.06382978723404255,query_1,"['GO:0002687', 'GO:0002688', 'GO:0030595', 'GO:0050921']"
GO:BP,GO:0002920,regulation of humoral immune response,1.4248824595056582e-05,True,"""Any process that modulates the frequency, rate, or extent of a humoral immune response."" [GOC:add]",44,34,5,20972,0.14705882352941177,0.11363636363636363,query_1,"['GO:0006959', 'GO:0050776']"
REAC,REAC:R-HSA-449147,Signaling by Interleukins,1.621255852363275e-05,True,Signaling by Interleukins,476,32,11,11056,0.34375,0.023109243697478993,query_1,['REAC:R-HSA-1280215']
GO:BP,GO:0001525,angiogenesis,1.6417524362893552e-05,True,"""Blood vessel formation when new vessels emerge from the proliferation of pre-existing blood vessels."" [ISBN:0878932453]",546,34,10,20972,0.29411764705882354,0.018315018315018316,query_1,"['GO:0048514', 'GO:0048646']"
GO:BP,GO:0042127,regulation of cell population proliferation,1.72994358266451e-05,True,"""Any process that modulates the frequency, rate or extent of cell proliferation."" [GOC:jl]",1639,34,15,20972,0.4411764705882353,0.009151921903599756,query_1,"['GO:0008283', 'GO:0050794']"
GO:BP,GO:0051240,positive regulation of multicellular organismal process,1.72994358266451e-05,True,"""Any process that activates or increases the frequency, rate or extent of an organismal process, any of the processes pertinent to the function of an organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai]",1639,34,15,20972,0.4411764705882353,0.009151921903599756,query_1,"['GO:0032501', 'GO:0048518', 'GO:0051239']"
GO:BP,GO:0030451,"regulation of complement activation, alternative pathway",2.592461720209531e-05,True,"""Any process that modulates the frequency, rate or extent of the alternative pathway of complement activation."" [GOC:go_curators]",4,34,3,20972,0.08823529411764706,0.75,query_1,"['GO:0006957', 'GO:0030449', 'GO:0045088']"
GO:BP,GO:0098657,import into cell,2.7754729969524397e-05,True,"""The directed movement of some substance from outside of a cell into a cell. This may occur via transport across the plasma membrane or via endocytosis."" [GOC:dos]",958,34,12,20972,0.35294117647058826,0.012526096033402923,query_1,['GO:0006810']
GO:BP,GO:0045765,regulation of angiogenesis,2.8365310331087156e-05,True,"""Any process that modulates the frequency, rate or extent of angiogenesis."" [GOC:go_curators]",292,34,8,20972,0.23529411764705882,0.0273972602739726,query_1,"['GO:0001525', 'GO:0022603', 'GO:1901342']"
